year,STNAME,CTYNAME,POPESTIMATE,NPOPCHG,BIRTHS,DEATHS,NATURALINC,INTERNATIONALMIG,DOMESTICMIG,NETMIG,RESIDUAL,GQESTIMATES,RBIRTH,RDEATH,RNATURALINC,RINTERNATIONALMIG,RDOMESTICMIG,RNETMIG
2016,Georgia,Muscogee County,197485,-2166,3003,1887,1116,572,-3816,-3244,-38,7020,15.123282704,9.5030417791,5.620240925,2.880625277,-19.217598,-16.33697272
2016,Georgia,Newton County,106999,1675,1341,855,486,87,1030,1117,72,1492,12.631697932,8.0537671378,4.5779307941,0.8195061298,9.7021990081,10.521705138
2016,Georgia,Oconee County,36838,966,333,213,120,13,827,840,6,126,9.1596754229,5.8588914867,3.3007839362,0.3575849264,22.747902627,23.105487553
2016,Georgia,Oglethorpe County,14921,-4,160,155,5,23,-22,1,-10,170,10.721704751,10.386651478,0.3350532735,1.541245058,-1.474234403,0.0670106547
2016,Georgia,Paulding County,155825,3572,1770,949,821,126,2452,2578,173,460,11.490596537,6.1607774654,5.3298190718,0.8179746688,15.918046728,16.736021397
2016,Georgia,Peach County,26655,-10,341,252,89,31,-118,-87,-12,1052,12.790697674,9.4523630908,3.3383345836,1.1627906977,-4.426106527,-3.263315829
2016,Georgia,Pickens County,30832,531,309,332,-23,23,532,555,-1,349,10.109106375,10.861564131,-0.752457756,0.752457756,17.404675053,18.157132809
2016,Georgia,Pierce County,19171,41,238,196,42,12,-15,-3,2,180,12.427873946,10.23471972,2.1931542257,0.6266154931,-0.783269366,-0.156653873
2016,Georgia,Pike County,17941,-2,159,170,-11,3,11,14,-5,213,8.8618883068,9.4749749192,-0.613086612,0.1672054398,0.6130866124,0.7802920522
2016,Georgia,Polk County,41776,371,555,490,65,60,266,326,-20,612,13.344393551,11.781536649,1.5628569024,1.4426371407,6.3956913237,7.8383284644
2016,Georgia,Pulaski County,11251,-112,88,129,-41,-3,-63,-66,-5,1197,7.7827894225,11.408861767,-3.626072345,-0.265322367,-5.5717697,-5.837092067
2016,Georgia,Putnam County,21477,203,218,266,-48,6,247,253,-2,171,10.198591846,12.444153353,-2.245561507,0.2806951884,11.555285256,11.835980445
2016,Georgia,Quitman County,2335,32,23,17,6,0,30,30,-4,0,9.9180681328,7.3307460112,2.5873221216,0.0,12.936610608,12.936610608
2016,Georgia,Rabun County,16559,292,159,221,-62,11,310,321,33,406,9.6874428806,13.464936331,-3.77749345,0.6702004509,18.887467252,19.557667702
2016,Georgia,Randolph County,7177,21,75,72,3,0,17,17,1,415,10.46535966,10.046745273,0.4186143864,0.0,2.3721481895,2.3721481895
2016,Georgia,Richmond County,201647,246,2993,2046,947,343,-993,-650,-51,10967,14.851829063,10.152636907,4.6991921558,1.7020305274,-4.92745281,-3.225422282
2016,Georgia,Rockdale County,89355,677,1021,661,360,111,228,339,-22,819,11.469783692,7.4255896379,4.0441940539,1.2469598333,2.5613229008,3.8082827341
2016,Georgia,Schley County,5098,-64,47,37,10,0,-75,-75,1,0,9.1617933723,7.2124756335,1.9493177388,0.0,-14.61988304,-14.61988304
2016,Georgia,Screven County,14044,-79,167,174,-7,3,-76,-73,1,442,11.857847836,12.354883374,-0.497035538,0.2130152306,-5.396385842,-5.183370611
2016,Georgia,Seminole County,8468,-138,96,105,-9,0,-142,-142,13,99,11.245168092,12.2994026,-1.054234509,0.0,-16.6334778,-16.6334778
2016,Georgia,Spalding County,64806,790,790,754,36,49,629,678,76,1217,12.264985794,11.706075049,0.5589107451,0.7607396252,9.7654127401,10.526152365
2016,Georgia,Stephens County,25751,251,342,334,8,4,241,245,-2,598,13.346081052,13.033892022,0.3121890305,0.1560945152,9.4046945425,9.5607890578
2016,Georgia,Stewart County,5705,-60,43,65,-22,63,-108,-45,7,1523,7.497820401,11.33391456,-3.836094159,10.985178727,-18.83173496,-7.846556234
2016,Georgia,Sumter County,30389,-355,350,342,8,13,-364,-351,-12,1649,11.450444114,11.188719677,0.2617244369,0.4253022099,-11.90846188,-11.48315967
2016,Georgia,Talbot County,6171,-150,47,85,-38,0,-119,-119,7,0,7.5248158822,13.608709574,-6.083893692,0.0,-19.0521934,-19.0521934
2016,Georgia,Taliaferro County,1593,-45,10,32,-22,0,-28,-28,5,7,6.1900340452,19.808108945,-13.6180749,0.0,-17.33209533,-17.33209533
2016,Georgia,Tattnall County,25092,-113,279,253,26,21,-155,-134,-5,4549,11.09410104,10.060242162,1.0338588783,0.8350398632,-6.163389467,-5.328349603
2016,Georgia,Taylor County,8232,-82,79,83,-4,0,-93,-93,15,160,9.5491357428,10.032636287,-0.483500544,0.0,-11.24138765,-11.24138765
2016,Georgia,Telfair County,15965,-515,133,162,-29,62,-547,-485,-1,3229,8.1984897519,9.9861303745,-1.787640623,3.8218523655,-33.71860071,-29.89674834
2016,Georgia,Terrell County,8967,-132,110,104,6,1,-138,-137,-1,269,12.177571128,11.513339976,0.6642311524,0.1107051921,-15.27731651,-15.16661131
2016,Georgia,Thomas County,45248,210,592,507,85,27,81,108,17,847,13.113882551,11.230977117,1.8829054338,0.5980993731,1.7942981193,2.3923974924
2016,Georgia,Tift County,40828,106,623,388,235,28,-149,-121,-8,1518,15.278969957,9.51563458,5.7633353771,0.686695279,-3.654199877,-2.967504598
2016,Georgia,Toombs County,27196,30,416,325,91,11,-95,-84,23,405,15.304808506,11.956881645,3.3479268607,0.4046944557,-3.495088481,-3.090394025
2016,Georgia,Towns County,11391,228,84,165,-81,2,250,252,57,1035,7.4487895717,14.631550944,-7.182761373,0.1773521327,22.169016582,22.346368715
2016,Georgia,Treutlen County,6637,-118,74,67,7,2,-138,-136,11,363,11.051373955,10.005973716,1.0454002389,0.2986857826,-20.609319,-20.31063321
2016,Georgia,Troup County,70005,258,948,736,212,59,24,83,-37,2328,13.566889919,10.532944072,3.0339458469,0.8443528536,0.3434655676,1.1878184212
2016,Georgia,Turner County,8030,-6,126,95,31,-6,-27,-33,-4,383,15.685298145,11.826216855,3.8590812897,-0.746918959,-3.361135317,-4.108054276
2016,Georgia,Twiggs County,8171,-126,86,144,-58,3,-77,-74,6,89,10.444498421,17.488462473,-7.043964051,0.3643429682,-9.351469517,-8.987126548
2016,Georgia,Union County,22928,677,168,289,-121,10,728,738,60,250,7.4370836008,12.793554528,-5.356470927,0.4426835477,32.22736227,32.670045818
2016,Georgia,Upson County,26335,43,333,390,-57,-3,94,91,9,364,12.655100994,14.821289452,-2.166188458,-0.114009919,3.572310791,3.4583008722
2016,Georgia,Walker County,67896,-157,753,783,-30,6,-84,-78,-49,1262,11.077683543,11.519025517,-0.441341974,0.0882683948,-1.235757527,-1.147489132
2016,Georgia,Walton County,90184,1689,1136,842,294,68,1236,1304,91,653,12.715540159,9.4247225471,3.2908176115,0.7611414884,13.834865877,14.596007365
2016,Georgia,Ware County,35738,316,467,427,40,38,244,282,-6,2349,13.125351321,12.001124227,1.1242270939,1.0680157392,6.8577852726,7.9258010118
2016,Georgia,Warren County,5442,-16,49,66,-17,1,4,5,-4,89,8.9908256881,12.110091743,-3.119266055,0.1834862385,0.7339449541,0.9174311927
2016,Georgia,Washington County,20457,-347,239,228,11,2,-366,-364,6,1603,11.584789511,11.051598362,0.533191149,0.0969438453,-17.74072369,-17.64377984
2016,Georgia,Wayne County,30104,565,406,320,86,18,460,478,1,2057,13.614338648,10.73051322,2.883825428,0.6035913686,15.425112754,16.028704123
2016,Georgia,Webster County,2599,-36,22,12,10,-1,-54,-55,9,0,8.4065724112,4.5854031334,3.8211692778,-0.382116928,-20.6343141,-21.01643103
2016,Georgia,Wheeler County,7978,81,56,68,-12,0,95,95,-2,2567,7.0551181102,8.5669291339,-1.511811024,0.0,11.968503937,11.968503937
2016,Georgia,White County,28884,482,270,294,-24,35,441,476,30,617,9.4263869008,10.264287959,-0.837901058,1.2219390427,15.396431938,16.618370981
2016,Georgia,Whitfield County,104589,613,1409,822,587,94,-17,77,-51,1089,13.511375351,7.8824347326,5.628940618,0.9013976458,-0.163018723,0.7383789226
2016,Georgia,Wilcox County,8761,-103,81,105,-24,1,-96,-95,16,1925,9.1914893617,11.914893617,-2.723404255,0.1134751773,-10.89361702,-10.78014184
2016,Georgia,Wilkes County,9805,-85,110,140,-30,13,-82,-69,14,133,11.170347804,14.216806296,-3.046458492,1.3201320132,-8.326986545,-7.006854532
2016,Georgia,Wilkinson County,9104,-44,103,137,-34,0,-13,-13,3,119,11.286434363,15.012053474,-3.72561911,0.0,-1.424501425,-1.424501425
2016,Georgia,Worth County,20748,40,233,220,13,2,1,3,24,179,11.240833655,10.613662679,0.6271709765,0.0964878425,0.0482439213,0.1447317638
2016,Hawaii,Hawaii,1428557,3400,18507,12237,6270,7438,-10021,-2583,-287,44287,12.970465856,8.5761922884,4.3942735677,5.2128559484,-7.023128456,-1.810272508
2016,Hawaii,Hawaii County,198449,2293,2440,1892,548,679,1060,1739,6,3803,12.366797177,9.5893361716,2.7774610053,3.4414160996,5.3724610687,8.8138771683
2016,Hawaii,Honolulu County,992605,-561,13231,8352,4879,5571,-10727,-5156,-284,36429,13.32580645,8.4118460789,4.9139603711,5.6109188824,-10.80386409,-5.192945209
2016,Hawaii,Kalawao County,88,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
2016,Hawaii,Kauai County,72029,551,903,664,239,390,-92,298,14,1225,12.584751963,9.2539039907,3.3308479726,5.4352749343,-1.28216742,4.1531075139
2016,Hawaii,Maui County,165386,1117,1933,1329,604,798,-262,536,-23,2827,11.727411991,8.0629749283,3.664437063,4.8414251263,-1.58954058,3.251884546
2016,Idaho,Idaho,1683140,30312,22792,12496,10296,1726,17143,18869,1147,30052,13.664399659,7.4916785773,6.1727210813,1.0347821082,10.277676524,11.312458633
2016,Idaho,Ada County,444028,10561,5127,2831,2296,737,6948,7685,580,10683,11.68553667,6.4524584186,5.2330782512,1.6797816512,15.835987669,17.515769321
2016,Idaho,Adams County,3900,61,29,18,11,0,50,50,0,21,7.4945083344,4.6517637938,2.8427445406,0.0,12.921566094,12.921566094
2016,Idaho,Bannock County,84377,466,1263,653,610,150,-280,-130,-14,2129,15.009982886,7.7605057996,7.2494770869,1.7826583001,-3.327628827,-1.544970527
2016,Idaho,Bear Lake County,5945,44,78,53,25,0,22,22,-3,31,13.169002195,8.948168158,4.2208340368,0.0,3.7143339524,3.7143339524
2016,Idaho,Benewah County,9092,57,108,116,-8,1,60,61,4,70,11.915926518,12.798587742,-0.882661224,0.1103326529,6.6199591769,6.7302918299
2016,Idaho,Bingham County,45201,225,695,345,350,3,-109,-106,-19,324,15.414129989,7.6516184836,7.7625115052,0.0665358129,-2.417467869,-2.350932056
2016,Idaho,Blaine County,21791,243,212,104,108,42,93,135,0,258,9.7833360253,4.7993723898,4.9839636355,1.9382080805,4.2917464639,6.2299545444
2016,Idaho,Boise County,7124,112,43,54,-11,7,112,119,4,34,6.0837577816,7.6400679117,-1.55631013,0.9903791737,15.84606678,16.836445954
2016,Idaho,Bonner County,42536,740,401,421,-20,6,737,743,17,353,9.5100317792,9.9843475786,-0.474315799,0.1422947398,17.47853721,17.62083195
2016,Idaho,Bonneville County,112232,2235,1918,802,1116,33,1014,1047,72,1241,17.261473525,7.2177798577,10.043693667,0.2969909418,9.1257216655,9.4227126073
2016,Idaho,Boundary County,11681,347,145,120,25,5,322,327,-5,73,12.600477949,10.427981751,2.1724961981,0.4344992396,27.981751032,28.416250272
2016,Idaho,Butte County,2501,0,27,13,14,-2,-13,-15,1,18,10.795681727,5.1979208317,5.5977608956,-0.799680128,-5.197920832,-5.99760096
2016,Idaho,Camas County,1072,7,6,3,3,-1,2,1,3,0,5.6153486196,2.8076743098,2.8076743098,-0.935891437,1.8717828732,0.9358914366
2016,Idaho,Canyon County,211698,4612,3237,1433,1804,34,2605,2639,169,3374,15.459043325,6.8436234431,8.6154198823,0.1623748758,12.440780928,12.603155803
2016,Idaho,Caribou County,6887,122,81,60,21,3,99,102,-1,79,11.866393202,8.7899208907,3.0764723117,0.4394960445,14.50336947,14.942865514
2016,Idaho,Cassia County,23504,7,358,189,169,23,-181,-158,-4,286,15.233718432,8.042382077,7.1913363545,0.9787025808,-7.701963788,-6.723261207
2016,Idaho,Clark County,860,-12,11,2,9,5,-28,-23,2,2,12.702078522,2.3094688222,10.3926097,5.7736720554,-32.33256351,-26.55889145
2016,Idaho,Clearwater County,8497,18,57,102,-45,2,52,54,9,626,6.7153628652,12.016965127,-5.301602262,0.2356267672,6.1262959472,6.3619227144
2016,Idaho,Custer County,4096,9,35,33,2,3,5,8,-1,21,8.5543199316,8.0655016498,0.4888182818,0.7332274227,1.2220457045,1.9552731272
2016,Idaho,Elmore County,26018,228,449,179,270,99,-140,-41,-1,606,17.333230389,6.9101297097,10.423100679,3.8218035825,-5.404570723,-1.58276714
2016,Idaho,Franklin County,13406,373,183,81,102,-6,270,264,7,102,13.843186202,6.1273119256,7.7158742766,-0.453874957,20.424373085,19.970498128
2016,Idaho,Fremont County,12943,130,187,105,82,6,30,36,12,460,14.520888337,8.1534399752,6.3674483615,0.4659108557,2.3295542786,2.7954651343
2016,Idaho,Gem County,17184,277,201,189,12,21,261,282,-17,151,11.791968555,11.087970432,0.7039981227,1.2319967147,15.311959168,16.543955883
2016,Idaho,Gooding County,15185,-8,204,110,94,20,-113,-93,-9,52,13.430772269,7.2420830864,6.188689183,1.3167423794,-7.439594443,-6.122852064
2016,Idaho,Idaho County,16156,-104,163,168,-5,4,-103,-99,0,498,10.056762093,10.365251728,-0.308489635,0.2467917078,-6.354886476,-6.108094768
2016,Idaho,Jefferson County,27839,686,454,152,302,5,389,394,-10,111,16.511492581,5.5280768112,10.98341577,0.1818446319,14.147512365,14.329356997
2016,Idaho,Jerome County,22994,278,389,148,241,15,5,20,17,106,17.020345657,6.4756070882,10.544738569,0.6563115292,0.2187705097,0.8750820389
2016,Idaho,Kootenai County,154311,3947,1834,1354,480,46,3123,3169,298,1489,12.039058013,8.8881595142,3.1508984984,0.3019611061,20.500533355,20.802494461
2016,Idaho,Latah County,39196,473,453,213,240,119,108,227,6,3206,11.627459285,5.467215955,6.1602433296,3.0544539843,2.7721094983,5.8265634826
2016,Idaho,Lemhi County,7723,-29,77,102,-25,1,3,4,-8,80,9.9515347334,13.182552504,-3.231017771,0.1292407108,0.3877221325,0.5169628433
2016,Idaho,Lewis County,3853,62,39,28,11,-1,55,54,-3,74,10.204081633,7.326007326,2.8780743066,-0.261643119,14.390371533,14.128728414
2016,Idaho,Lincoln County,5271,-38,72,37,35,8,-80,-72,-1,37,13.610586011,6.9943289225,6.6162570888,1.5122873346,-15.12287335,-13.61058601
2016,Idaho,Madison County,39048,956,1107,122,985,58,-82,-24,-5,633,28.701063002,3.1630801141,25.537982888,1.5037593985,-2.126004667,-0.622245268
2016,Idaho,Minidoka County,20616,229,327,163,164,28,42,70,-5,82,15.950052435,7.9506377582,7.999414677,1.3657537253,2.048630588,3.4143843133
2016,Idaho,Nez Perce County,40369,223,477,470,7,37,209,246,-30,1055,11.84872384,11.674843197,0.1738806434,0.9190834006,5.1915792088,6.1106626095
2016,Idaho,Oneida County,4343,54,49,36,13,8,36,44,-3,50,11.353104727,8.3410565338,3.0120481928,1.8535681186,8.3410565338,10.194624652
2016,Idaho,Owyhee County,11389,84,145,89,56,8,24,32,-4,160,12.778708029,7.8434828589,4.9352251696,0.7050321671,2.1150965013,2.8201286684
2016,Idaho,Payette County,23026,189,306,208,98,-14,96,82,9,94,13.344090007,9.0704925539,4.2735974533,-0.610513922,4.1863811787,3.5758672568
2016,Idaho,Power County,7654,34,140,57,83,17,-65,-48,-1,47,18.331805683,7.4636637423,10.868141941,2.2260049758,-8.511195496,-6.28519052
2016,Idaho,Shoshone County,12452,-3,157,162,-5,2,12,14,-12,160,12.606897659,13.008391215,-0.401493556,0.1605974224,0.9635845345,1.1241819569
2016,Idaho,Teton County,10960,392,154,37,117,15,251,266,9,7,14.30694909,3.4373838722,10.869565217,1.3935340022,23.318468971,24.712002973
2016,Idaho,Twin Falls County,83514,1407,1201,757,444,180,756,936,27,984,14.50299177,9.1413528478,5.3616389226,2.1736374011,9.1292770844,11.302914485
2016,Idaho,Valley County,10496,413,90,81,9,-3,392,389,15,66,8.7467806988,7.8721026289,0.8746780699,-0.291559357,38.097089266,37.805529909
2016,Idaho,Washington County,10172,205,103,96,7,2,154,156,42,119,10.228909082,9.5337405035,0.6951685784,0.1986195938,15.293708724,15.492328318
2016,Illinois,Illinois,12801539,-37508,155238,108040,47198,30934,-114144,-83210,-1496,300819,12.108771617,8.4272644939,3.6815071231,2.4128933715,-8.903384657,-6.490491286
2016,Illinois,Adams County,66578,-396,814,819,-5,25,-405,-380,-11,2230,12.190008386,12.264885588,-0.074877201,0.3743860069,-6.065053313,-5.690667306
2016,Illinois,Alexander County,6478,-298,90,95,-5,4,-312,-308,15,132,13.580805794,14.335295005,-0.754489211,0.6035913686,-47.08012675,-46.47653539
2016,Illinois,Bond County,16824,-100,157,169,-12,13,-106,-93,5,1891,9.304255067,10.01540832,-0.711153254,0.7704160247,-6.281853739,-5.511437715
2016,Illinois,Boone County,53503,13,603,354,249,-29,-179,-208,-28,310,11.271765443,6.6172553345,4.6545101081,-0.542091539,-3.346013291,-3.888104829
2016,Illinois,Brown County,6762,-59,54,61,-7,3,-54,-51,-1,2107,7.9511153648,8.9818155047,-1.03070014,0.4417286314,-7.951115365,-7.509386733
2016,Illinois,Bureau County,33359,-112,314,377,-63,20,-38,-18,-31,457,9.3969774054,11.282358222,-1.885380817,0.5985335927,-1.137213826,-0.538680233
2016,Illinois,Calhoun County,4894,-4,49,66,-17,3,15,18,-5,90,10.008169935,13.480392157,-3.472222222,0.612745098,3.0637254902,3.6764705882
2016,Illinois,Carroll County,14539,-89,132,189,-57,12,-60,-48,16,223,9.0513251277,12.959851887,-3.90852676,0.8228477389,-4.114238694,-3.291390956
2016,Illinois,Cass County,12676,-193,170,140,30,47,-282,-235,12,184,13.309845371,10.961049129,2.3487962419,3.679780779,-22.07868467,-18.3989039
2016,Illinois,Champaign County,208419,685,2413,1345,1068,1798,-2102,-304,-79,16226,11.596696407,6.4639687807,5.1327276266,8.6410526898,-10.10205381,-1.461001122
2016,Illinois,Christian County,33309,-237,300,389,-89,10,-128,-118,-30,1608,8.9746466233,11.637125122,-2.662478498,0.2991548874,-3.829182559,-3.530027672
2016,Illinois,Clark County,15938,-5,181,210,-29,0,37,37,-13,221,11.354725385,13.173990778,-1.819265393,0.0,2.3211317085,2.3211317085
2016,Illinois,Clay County,13300,-78,160,179,-19,1,-54,-53,-6,305,11.994902167,13.419296799,-1.424394632,0.0749681385,-4.048279481,-3.973311343
2016,Illinois,Clinton County,37729,-80,420,383,37,6,-114,-108,-9,2072,11.120230877,10.14059149,0.9796393868,0.1588604411,-3.018348381,-2.85948794
2016,Illinois,Coles County,52343,-220,507,484,23,50,-261,-211,-32,3952,9.665796046,9.2273082569,0.4384877891,0.9532343241,-4.975883172,-4.022648848
2016,Illinois,Cook County,5203499,-21324,68049,42297,25752,18434,-66244,-47810,734,90942,13.050805297,8.1119474447,4.9388578527,3.5353722296,-12.70463263,-9.169260405
2016,Illinois,Crawford County,19308,-105,218,248,-30,9,-78,-69,-6,1495,11.260039772,12.809586529,-1.549546758,0.4648640273,-4.02882157,-3.563957542
2016,Illinois,Cumberland County,10858,1,112,103,9,9,-10,-1,-7,117,10.31545015,9.4865300484,0.8289201013,0.8289201013,-0.921022335,-0.092102233
2016,Illinois,DeKalb County,104528,-13,1182,716,466,245,-681,-436,-43,6068,11.307271762,6.8494133516,4.4578584104,2.3437238424,-6.51459566,-4.170871817
2016,Illinois,De Witt County,16226,-34,178,217,-39,0,6,6,-1,249,10.958566767,13.359601059,-2.401034292,0.0,0.369389891,0.369389891
2016,Illinois,Douglas County,19630,-123,239,168,71,19,-214,-195,1,168,12.137216566,8.5315999289,3.6056166366,0.9648833253,-10.86763324,-9.902749917
2016,Illinois,DuPage County,929368,-2451,10582,6452,4130,2946,-9171,-6225,-356,12877,11.371237818,6.9332098279,4.4380279897,3.1657216604,-9.855001136,-6.689279476
2016,Illinois,Edgar County,17566,-78,174,229,-55,5,-19,-14,-9,249,9.883555808,13.007668276,-3.124112468,0.2840102244,-1.079238853,-0.795228628
2016,Illinois,Edwards County,6523,3,74,67,7,2,-12,-10,6,52,11.347082726,10.273710036,1.0733726903,0.3066779115,-1.840067469,-1.533389558
2016,Illinois,Effingham County,34386,-10,432,342,90,8,-106,-98,-2,440,12.561425954,9.944462214,2.6169637405,0.2326189992,-3.082201739,-2.84958274
2016,Illinois,Fayette County,21789,-270,250,208,42,18,-363,-345,33,1914,11.403028644,9.4873198321,1.9157088123,0.8210180624,-16.55719759,-15.73617953
2016,Illinois,Ford County,13575,-151,151,196,-45,1,-106,-105,-1,410,11.061865866,14.358448408,-3.296582543,0.0732573898,-7.765283323,-7.692025933
2016,Illinois,Franklin County,39156,-271,475,518,-43,11,-225,-214,-14,517,12.089128692,13.183512974,-1.094384282,0.2799587697,-5.72642938,-5.446470611
2016,Illinois,Fulton County,35536,-214,353,463,-110,-1,-76,-77,-27,2698,9.9037679208,12.989927896,-3.086159975,-0.028056,-2.132255983,-2.160311983
2016,Illinois,Gallatin County,5212,-66,65,83,-18,0,-48,-48,0,25,12.392755005,15.824594852,-3.431839847,0.0,-9.151572927,-9.151572927
2016,Illinois,Greene County,13093,-220,123,165,-42,2,-186,-184,6,280,9.3160645308,12.497159736,-3.181095206,0.1514807241,-14.08770734,-13.93622662
2016,Illinois,Grundy County,50437,-62,605,401,204,4,-255,-251,-15,254,11.987794246,7.9456289134,4.0421653325,0.0792581438,-5.052706666,-4.973448522
2016,Illinois,Hamilton County,8061,-137,74,115,-41,1,-119,-118,22,117,9.1026508395,14.14601144,-5.0433606,0.1230087951,-14.63804662,-14.51503783
2016,Illinois,Hancock County,18508,-31,189,217,-28,4,5,9,-12,223,10.203255324,11.714848706,-1.511593381,0.2159419116,0.2699273895,0.4858693012
2016,Illinois,Hardin County,4024,-89,20,61,-41,0,-45,-45,-3,110,4.91581664,14.993240752,-10.07742411,0.0,-11.06058744,-11.06058744
2016,Illinois,Henderson County,6869,-102,72,89,-17,1,-82,-81,-4,51,10.404624277,12.861271676,-2.456647399,0.1445086705,-11.84971098,-11.70520231
2016,Illinois,Henry County,49280,-179,510,547,-37,13,-130,-117,-25,724,10.330264637,11.079715209,-0.749450572,0.2633204711,-2.633204711,-2.36988424
2016,Illinois,Iroquois County,28334,-317,293,346,-53,12,-264,-252,-12,468,10.283407914,12.143546547,-1.860138633,0.4211634641,-9.26559621,-8.844432745
2016,Illinois,Jackson County,58870,-350,718,457,261,237,-821,-584,-27,3851,12.160216784,7.7398594292,4.4203573546,4.0138877128,-13.904649,-9.890761284
2016,Illinois,Jasper County,9536,-55,103,89,14,11,-84,-73,4,54,10.770115543,9.3062163434,1.4638992001,1.1502065144,-8.783395201,-7.633188686
2016,Illinois,Jefferson County,38460,70,517,441,76,35,-43,-8,2,2207,13.454782043,11.476903058,1.977878985,0.9108653221,-1.11906311,-0.208197788
2016,Illinois,Jersey County,22025,-281,191,203,-12,18,-282,-264,-5,817,8.6169948794,9.1583767567,-0.541381877,0.8120728159,-12.72247412,-11.9104013
2016,Illinois,Jo Daviess County,21770,-264,176,248,-72,8,-186,-178,-14,167,8.0357958177,11.323166834,-3.287371016,0.3652634463,-8.492375126,-8.127111679
2016,Illinois,Johnson County,12902,65,106,133,-27,1,87,88,4,1798,8.2365282256,10.33451183,-2.097983605,0.0777030965,6.7601693928,6.8378724892
2016,Illinois,Kane County,531715,2013,6776,3365,3411,650,-1824,-1174,-224,6805,12.767837711,6.3405805635,6.4272571478,1.2247778206,-3.436914992,-2.212137171
2016,Illinois,Kankakee County,110008,-787,1278,1140,138,122,-993,-871,-54,5160,11.575929675,10.325946658,1.2499830165,1.1050574494,-8.99444301,-7.889385561
2016,Illinois,Kendall County,124695,1749,1605,533,1072,136,553,689,-12,208,12.96231238,4.304618379,8.6576940006,1.0983641643,4.4661425208,5.5645066851
2016,Illinois,Knox County,50938,-478,546,596,-50,55,-483,-428,0,3964,10.66885515,11.645856537,-0.977001387,1.0747015261,-9.437833402,-8.363131876
2016,Illinois,Lake County,703047,-366,7773,4589,3184,1674,-5179,-3505,-45,18544,11.05328271,6.5256032877,4.5276794221,2.3804445203,-7.36458911,-4.98414459
2016,Illinois,LaSalle County,110642,-662,1200,1235,-35,64,-629,-565,-62,3553,10.813441107,11.12883314,-0.315392032,0.5767168591,-5.66804538,-5.091328521
2016,Illinois,Lawrence County,16377,-136,184,227,-43,4,-97,-93,0,2584,11.188811189,13.803587717,-2.614776528,0.2432350258,-5.898449377,-5.655214351
2016,Illinois,Lee County,34251,-176,325,394,-69,1,-87,-86,-21,2962,9.4644573226,11.473834416,-2.009377093,0.0291214071,-2.533562422,-2.504441015
2016,Illinois,Livingston County,36526,-223,357,365,-8,26,-216,-190,-25,2716,9.7441146366,9.9624701467,-0.21835551,0.7096554077,-5.895598772,-5.185943364
2016,Illinois,Logan County,29527,-13,321,314,7,24,-37,-13,-7,4327,10.869013155,10.631994176,0.2370189784,0.8126364975,-1.2528146,-0.440178103
2016,Illinois,McDonough County,30996,-346,281,284,-3,46,-400,-354,11,3837,9.0153678334,9.1116173121,-0.096249479,1.4758253393,-12.83326382,-11.35743848
2016,Illinois,McHenry County,307004,-184,3280,1995,1285,289,-1589,-1300,-169,1648,10.680699195,6.4963399067,4.1843592883,0.941073801,-5.17427775,-4.233203949
2016,Illinois,McLean County,172418,-255,1957,1198,759,620,-1572,-952,-62,10602,11.341935895,6.9430961688,4.3988397263,3.5932551124,-9.110640382,-5.517385269
2016,Illinois,Macon County,106550,-827,1317,1171,146,92,-1026,-934,-39,4215,12.312611311,10.947659716,1.3649515956,0.8601064849,-9.592057104,-8.731950619
2016,Illinois,Macoupin County,45908,-181,451,586,-135,9,-22,-13,-33,836,9.8046675435,12.739545855,-2.934878311,0.1956585541,-0.478276466,-0.282617911
2016,Illinois,Madison County,265759,-312,3032,2814,218,148,-572,-424,-106,3828,11.402139782,10.58232894,0.8198108418,0.5565688284,-2.15106331,-1.594494481
2016,Illinois,Marion County,38140,-238,503,414,89,16,-330,-314,-13,758,13.147233331,10.820983298,2.3262500327,0.4182022531,-8.625421469,-8.207219216
2016,Illinois,Marshall County,11939,-41,127,139,-12,0,-32,-32,3,255,10.619173042,11.622559472,-1.003386429,0.0,-2.675697145,-2.675697145
2016,Illinois,Mason County,13507,-182,121,173,-52,6,-139,-133,3,206,8.898367407,12.722459185,-3.824091778,0.441241359,-10.22209148,-9.780850125
2016,Illinois,Massac County,14658,-94,156,178,-22,6,-81,-75,3,292,10.608636518,12.104726284,-1.496089765,0.4080244815,-5.5083305,-5.100306018
2016,Illinois,Menard County,12516,62,119,145,-26,0,79,79,9,154,9.5314377253,11.613936724,-2.082498999,0.0,6.3275931117,6.3275931117
2016,Illinois,Mercer County,15730,-109,153,179,-26,5,-75,-70,-13,185,9.6930533118,11.340238842,-1.64718553,0.3167664481,-4.751496721,-4.434730273
2016,Illinois,Monroe County,34068,175,349,313,36,2,111,113,26,343,10.270596371,9.2111652271,1.0594311443,0.0588572858,3.2665793617,3.3254366475
2016,Illinois,Montgomery County,28952,-244,248,386,-138,1,-97,-96,-10,2469,8.5299580381,13.276466946,-4.746508908,0.0343949921,-3.336314233,-3.301919241
2016,Illinois,Morgan County,34277,-328,366,368,-2,23,-324,-301,-25,2920,10.626869139,10.684939462,-0.058070323,0.6678087164,-9.407392352,-8.739583636
2016,Illinois,Moultrie County,14827,-94,187,160,27,0,-120,-120,-1,395,12.572273766,10.757025682,1.8152480839,0.0,-8.067769262,-8.067769262
