fips,ALAND,AWATER,image_name
5023,1434747668,98885396,Cleburne_05023
5025,1548580962,2561701,Cleveland_05025
5027,1984098878,1985830,Columbia_05027
5029,1429458630,37757457,Conway_05029
5031,1831541697,14320048,Craighead_05031
5033,1541738662,26917846,Crawford_05033
5035,1587312632,81689126,Crittenden_05035
5037,1596255187,15389371,Cross_05037
5039,1728358302,1731378,Dallas_05039
5041,1919768424,185180909,Desha_05041
5043,2146237578,18789748,Drew_05043
5045,1676351918,43617755,Faulkner_05045
5047,1577218110,28853849,Franklin_05047
5049,1600597359,6357861,Fulton_05049
5051,1755013635,147452177,Garland_05051
5053,1636581698,2896901,Grant_05053
5055,1495304329,5273183,Greene_05055
5057,1883439299,35737908,Hempstead_05057
5059,1592697300,18725599,Hot_Spring_05059
5061,1521182021,21361761,Howard_05061
5063,1978003734,20251226,Independence_05063
5065,1502713749,9576574,Izard_05065
5067,1641044498,20284491,Jackson_05067
5069,2259364695,113071690,Jefferson_05069
5073,1371327392,43028603,Lafayette_05073
5075,1521690358,12395693,Lawrence_05075
5077,1553493435,57858191,Lee_05077
5079,1449008946,26693606,Lincoln_05079
5081,1375943077,83115227,Little_River_05081
5083,1836599802,53969487,Logan_05083
5085,1998045643,82719024,Lonoke_05085
5087,2160665381,7455733,Madison_05087
5089,1545182805,112951239,Marion_05089
5091,1616257232,36848741,Miller_05091
5093,2336409866,72224609,Mississippi_05093
5097,2021363886,52979164,Montgomery_05097
5099,1600067809,7489490,Nevada_05099
5101,2126576327,5935911,Newton_05101
5103,1897739680,18183262,Ouachita_05103
5105,1427953397,24428560,Perry_05105
5107,1788024156,95966884,Phillips_05107
5109,1554861227,35284868,Pike_05109
5111,1963975402,13892744,Poinsett_05111
5113,2219200783,12520930,Polk_05113
5115,2100355867,50772506,Pope_05115
5117,1677059909,72638195,Prairie_05117
5119,1964159826,126989205,Pulaski_05119
5121,1688445994,10370824,Randolph_05121
5123,1644082976,20017606,St._Francis_05123
5125,1873898608,17955554,Saline_05125
5127,2312470680,14373451,Scott_05127
5129,1724618501,6461828,Searcy_05129
5131,1375756983,34511833,Sebastian_05131
5133,1459636819,45919661,Sevier_05133
5135,1566013574,5209695,Sharp_05135
5137,1570673289,8145444,Stone_05137
5139,2691170081,42102269,Union_05139
5141,1837778050,37208224,Van_Buren_05141
5143,2438344183,27900311,Washington_05143
5145,2677959079,20840622,White_05145
5147,1517662708,21064563,Woodruff_05147
5149,2409688595,46994485,Yell_05149
6001,1910010507,216909647,Alameda_06001
6003,1912292607,12557304,Alpine_06003
6005,1539967079,29437120,Amador_06005
6007,4238488659,105260548,Butte_06007
6009,2641829627,43797225,Calaveras_06009
6011,2980245451,14696164,Colusa_06011
6013,1856752855,225364426,Contra_Costa_06013
6015,2606049835,578810831,Del_Norte_06015
6017,4423288010,203364019,El_Dorado_06017
6019,15432139286,136609893,Fresno_06019
6021,3403160293,33693351,Glenn_06021
6023,9241141221,1254150035,Humboldt_06023
6025,10814568238,790135127,Imperial_06025
6027,26410783053,77280938,Inyo_06027
6029,21068705434,78332288,Kern_06029
6031,3602601921,3164290,Kings_06031
6033,3250647505,189100321,Lake_06033
6035,11762090640,462950977,Lassen_06035
6037,10515988121,1785003256,Los_Angeles_06037
6039,5534591545,42271836,Madera_06039
6041,1347159145,797808345,Marin_06041
6043,3752476985,36220865,Mariposa_06043
6045,9082586851,961786019,Mendocino_06045
6047,5019407135,105277636,Merced_06047
6049,10225876984,660504011,Modoc_06049
6051,7896625264,214695142,Mono_06051
6053,8499609695,1267806850,Monterey_06053
6055,1947606499,104444597,Napa_06055
6057,2480587299,41531993,Nevada_06057
6059,2053499195,406256078,Orange_06059
6061,3644330331,246442517,Placer_06061
6063,6612400771,156387638,Plumas_06063
6065,18671879658,242864215,Riverside_06065
6067,2500063005,75323439,Sacramento_06067
6069,3596591086,4719300,San_Benito_06069
6071,51976311343,96418184,San_Bernardino_06071
6073,10905039592,816542690,San_Diego_06073
6075,120951669,479702222,San_Francisco_06075
6077,3605878836,89000661,San_Joaquin_06077
6079,8549140866,815650229,San_Luis_Obispo_06079
6081,1161882952,757162988,San_Mateo_06081
6083,7080874935,2729198796,Santa_Barbara_06083
6085,3343892718,33595850,Santa_Clara_06085
6087,1152818089,419720203,Santa_Cruz_06087
6089,9778891285,185818272,Shasta_06089
6091,2468694578,23299110,Sierra_06091
6093,16261931187,179151859,Siskiyou_06093
6095,2128287126,218615209,Solano_06095
6097,4080103614,497291856,Sonoma_06097
6099,3875010968,46378776,Stanislaus_06099
6101,1560975502,14811541,Sutter_06101
6103,7638229380,33767224,Tehama_06103
6105,8234265080,73407950,Trinity_06105
6107,12493840856,37260863,Tulare_06107
6109,5752133236,138668835,Tuolumne_06109
6111,4767585000,947376202,Ventura_06111
6113,2623627933,22888380,Yolo_06113
6115,1636887866,31084093,Yuba_06115
8001,3021842651,43699739,Adams_08001
8003,1871643028,1670455,Alamosa_08003
8005,2066509941,19798771,Arapahoe_08005
8007,3496712165,13740247,Archuleta_08007
8009,6617400566,6142192,Baca_08009
8011,3918255147,73141519,Bent_08011
8013,1881327883,36482864,Boulder_08013
8014,85387137,1502572,Broomfield_08014
8015,2624715693,3999975,Chaffee_08015
8017,4605713958,8166129,Cheyenne_08017
8019,1023234059,3274900,Clear_Creek_08019
8021,3334423894,9235012,Conejos_08021
8023,3179452305,8828906,Costilla_08023
8025,2039427879,33422981,Crowley_08025
8027,1913031985,3364150,Custer_08027
8029,2958090989,16786781,Delta_08029
8031,396460145,4275563,Denver_08031
8033,2763958508,2716141,Dolores_08033
8035,2177889325,6795841,Douglas_08035
8037,4362757704,18967163,Eagle_08037
8039,4791700174,442147,Elbert_08039
8041,5507392242,7065030,El_Paso_08041
8043,3972613660,2235544,Fremont_08043
8045,7633796656,21707241,Garfield_08045
8047,388556748,942056,Gilpin_08047
8049,4782276778,59886083,Grand_08049
8051,8389334152,53070998,Gunnison_08051
8053,2893614472,15324685,Hinsdale_08053
8055,4120756305,5792101,Huerfano_08055
8057,4179530231,18750017,Jackson_08057
8059,1979743477,25071356,Jefferson_08059
8061,4578603586,47032918,Kiowa_08061
8063,5596501950,2251929,Kit_Carson_08063
8065,976215864,18111565,Lake_08065
8067,4376255271,25642579,La_Plata_08067
8069,6722952763,99045889,Larimer_08069
8071,12361852648,6929970,Las_Animas_08071
8073,6676289550,22780358,Lincoln_08073
8075,4761949507,16363553,Logan_08075
8077,8621348062,31991710,Mesa_08077
8079,2268209075,5222161,Mineral_08079
8081,12284943822,19803411,Moffat_08081
8083,5255990018,27208195,Montezuma_08083
8085,5804023560,4923260,Montrose_08085
8087,3316441489,34663098,Morgan_08087
8089,3268424308,20092555,Otero_08089
8091,1400332623,3986292,Ouray_08091
8093,5681165602,43519329,Park_08093
8095,1781724977,301808,Phillips_08095
8097,2514104903,6472577,Pitkin_08097
8099,4243454812,15319854,Prowers_08099
8101,6181242832,28941249,Pueblo_08101
8103,8342275014,4868111,Rio_Blanco_08103
8105,2361956083,984295,Rio_Grande_08105
8107,6117602804,15831744,Routt_08107
8109,8206547700,4454510,Saguache_08109
8111,1003660671,2035929,San_Juan_08111
8113,3332602596,5207582,San_Miguel_08113
8115,1419419015,3530746,Sedgwick_08115
8117,1575563218,28310936,Summit_08117
8119,1442988176,4960197,Teller_08119
8121,6521806797,15207397,Washington_08121
8123,10320993622,82329005,Weld_08123
8125,6123764035,11134194,Yuma_08125
9110,2660820519,48788205,Capitol_09110
9120,363067866,253764138,Greater_Bridgeport_09120
9130,1098452316,241091042,Lower_Connecticut_River_Valley_09130
9140,1069106360,22747873,Naugatuck_Valley_09140
9150,1434581261,23987846,Northeastern_Connecticut_09150
9160,2037392865,55597912,Northwest_Hills_09160
9170,950963145,653739737,South_Central_Connecticut_09170
9180,1549162983,216462800,Southeastern_Connecticut_09180
9190,1378202959,300184873,Western_Connecticut_09190
10001,1517891094,549776917,Kent_10001
10003,1104206939,175316802,New_Castle_10003
10005,2424605748,674113743,Sussex_10005
11001,158316184,18709787,District_of_Columbia_11001
12001,2267910953,241291892,Alachua_12001
12005,1964760713,1834028527,Bay_12005
12007,761368539,16898784,Bradford_12007
12009,2628759927,1403943647,Brevard_12009
12011,3115520735,273292460,Broward_12011
12013,1469394597,18070425,Calhoun_12013
12015,1764086777,689242503,Charlotte_12015
12017,1507146172,981162732,Citrus_12017
12019,1565900896,100869769,Clay_12019
12021,5171811319,1575210652,Collier_12021
12027,1649031786,6243548,DeSoto_12027
12031,1975169546,403639667,Duval_12031
12033,1701606700,1213969803,Escambia_12033
12035,1259229649,219207667,Flagler_12035
12037,1411539848,2270399638,Franklin_12037
12039,1337405282,31475262,Gadsden_12039
12041,905705571,14362143,Gilchrist_12041
12043,2089659352,467293938,Glades_12043
12045,1433456928,624416742,Gulf_12045
12047,1332018549,12330813,Hamilton_12047
12049,1651297014,1472455,Hardee_12049
12051,2993896404,86578552,Hendry_12051
12053,1224975155,627920761,Hernando_12053
12055,2635726557,230667873,Highlands_12055
12057,2648267124,790775123,Hillsborough_12057
12059,1240232909,26393540,Holmes_12059
12061,1301540085,295514461,Indian_River_12061
12063,2378205370,94103479,Jackson_12063
12065,1549018611,193063920,Jefferson_12065
12067,1407256302,11817999,Lafayette_12067
12069,2466005448,529992538,Lake_12069
12071,2022848994,1900537643,Lee_12071
12073,1731219899,86414547,Leon_12073
12075,2896264178,1224291300,Levy_12075
12077,2164099095,19582444,Liberty_12077
12079,1804001484,49634046,Madison_12079
12081,1923744064,573084393,Manatee_12081
12083,4113994500,192281277,Marion_12083
12085,1408493389,542089457,Martin_12085
12086,4920781679,1267531174,Miami-Dade_12086
12087,2546045482,11153864045,Monroe_12087
12089,1680075565,200050173,Nassau_12089
12091,2408331330,820578555,Okaloosa_12091
12093,1992442653,317924583,Okeechobee_12093
12095,2338738374,260147532,Orange_12095
12097,3438317678,462146368,Osceola_12097
12099,5087491664,1084969367,Palm_Beach_12099
12101,1933694371,694082239,Pasco_12101
12103,709091780,1535981840,Pinellas_12103
12105,4657106267,549837376,Polk_12105
12107,1886428661,255286691,Putnam_12107
12109,1555652804,572113480,St._Johns_12109
12111,1481145187,300766786,St._Lucie_12111
12113,2622106400,543294939,Santa_Rosa_12113
12115,1440049637,1086618344,Sarasota_12115
12117,801287619,93136452,Seminole_12117
12119,1442996400,58752793,Sumter_12119
12121,1783430092,9505389,Suwannee_12121
12123,2702230205,1213570858,Taylor_12123
12127,2851876987,858119062,Volusia_12127
12129,1570615734,804111188,Wakulla_12129
12131,2689179222,961275980,Walton_12131
12133,1514305979,81008171,Washington_12133
13001,1316393192,10358093,Appling_13001
13003,887636776,4701677,Atkinson_13003
13005,735770219,4506310,Bacon_13005
13007,885665381,18598653,Baker_13007
13009,670028055,24803189,Baldwin_13009
13011,602473935,4635947,Banks_13011
13013,417082894,4909581,Barrow_13013
13015,1188576997,27365982,Bartow_13015
13017,647802123,9814374,Ben_Hill_13017
13019,1174239570,11671125,Berrien_13019
13021,645898112,14305197,Bibb_13021
13023,559122125,8425420,Bleckley_13023
13025,1147972258,10291563,Brantley_13025
13027,1277341276,11955761,Brooks_13027
13029,1133284234,43751265,Bryan_13029
13031,1750735216,32827781,Bulloch_13031
13033,2142023426,20571289,Burke_13033
13035,475754794,11269640,Butts_13035
13037,726191502,8271470,Calhoun_13037
13039,1632397629,392733634,Camden_13039
13043,629520842,15018189,Candler_13043
13045,1292752886,12024409,Carroll_13045
13047,419998926,771159,Catoosa_13047
13049,2020415646,5963237,Charlton_13049
13051,1120728785,510896819,Chatham_13051
13053,644225832,6277089,Chattahoochee_13053
13055,811512398,570806,Chattooga_13055
13057,1090435373,34427591,Cherokee_13057
13059,308985573,4776726,Clarke_13059
13061,506093894,56546964,Clay_13061
13063,367145193,6928044,Clayton_13063
13065,2110829178,23303279,Clinch_13065
13067,879835655,12035155,Cobb_13067
13069,1533913422,26942696,Coffee_13069
13071,1416807490,24881028,Colquitt_13071
13073,751598753,45345679,Columbia_13073
13075,591684404,12308449,Cook_13075
13077,1142367466,12680737,Coweta_13077
13079,841524044,3986929,Crawford_13079
13081,706237950,21408088,Crisp_13081
13083,450855116,488463,Dade_13083
13085,546042256,9272655,Dawson_13085
13087,1546842840,67154651,Decatur_13087
13089,693295479,8860287,DeKalb_13089
13091,1284538002,18529136,Dodge_13091
13093,1016908646,12141885,Dooly_13093
13095,851183380,15352851,Dougherty_13095
13097,518530105,2424099,Douglas_13097
13099,1327626624,9702715,Early_13099
13101,1088849471,809587,Echols_13101
13103,1240163631,10550420,Effingham_13103
13105,909352139,59863331,Elbert_13105
13107,1762679433,24889123,Emanuel_13107
13109,473694904,10295112,Evans_13109
13111,1002597521,13473582,Fannin_13111
13113,503925707,12781937,Fayette_13113
13115,1320461799,22356808,Floyd_13115
13117,581793050,58413050,Forsyth_13117
13119,676873327,12752556,Franklin_13119
13121,1364249004,19874704,Fulton_13121
13123,1103893380,12276629,Gilmer_13123
13125,372299245,1832723,Glascock_13125
13127,1086851549,429106784,Glynn_13127
13129,923183222,5728607,Gordon_13129
13131,1177051419,15026664,Grady_13131
13133,1003664492,48417220,Greene_13133
13135,1116606767,15938345,Gwinnett_13135
13137,717081396,5672376,Habersham_13137
13139,1016902387,93656704,Hall_13139
13141,1220057418,17479620,Hancock_13141
13143,730804590,2616531,Haralson_13143
13145,1201270819,23680869,Harris_13145
13147,601970611,63521436,Hart_13147
13149,766567357,13263789,Heard_13149
13151,825432653,20273033,Henry_13151
13153,973955120,9990190,Houston_13153
13155,917795237,21756147,Irwin_13155
13157,879497245,8783520,Jackson_13157
13159,954167637,13100766,Jasper_13159
13161,857075892,11600966,Jeff_Davis_13161
13163,1363771360,8059597,Jefferson_13163
13165,899705946,13195935,Jenkins_13165
13167,784815230,9256633,Johnson_13167
13169,1020304153,3820256,Jones_13169
13171,475264404,6044329,Lamar_13171
13173,509030778,8418857,Lanier_13173
13175,2090990047,28838463,Laurens_13175
13177,921632944,15408829,Lee_13177
13179,1337632044,222884791,Liberty_13179
13181,544884775,121513274,Lincoln_13181
13183,1037028629,8862019,Long_13183
13185,1287842349,34541793,Lowndes_13185
13187,732820607,3275562,Lumpkin_13187
13189,666591524,23112523,McDuffie_13189
13191,1117184397,369182273,McIntosh_13191
13193,1037709938,13841916,Macon_13193
13195,731214549,8448220,Madison_13195
13197,947213840,3785944,Marion_13197
13199,1297342091,10832501,Meriwether_13199
13201,731471756,3211332,Miller_13201
13205,1326483085,4314212,Mitchell_13205
13207,1025872450,5643846,Monroe_13207
13209,624563059,9191488,Montgomery_13209
13211,899791083,18672325,Morgan_13211
13213,892235593,5719192,Murray_13213
13215,560731674,11683933,Muscogee_13215
13217,709175869,13946237,Newton_13217
13219,477443085,5264894,Oconee_13219
13221,1137165329,7708032,Oglethorpe_13221
13223,809073017,5212122,Paulding_13223
13225,389233785,2678496,Peach_13225
13227,601031054,1690669,Pickens_13227
13229,881777233,7183926,Pierce_13229
13233,803776473,4663881,Polk_13233
13235,645583957,5046606,Pulaski_13235
13237,892721731,41451859,Putnam_13237
13239,391703076,24158295,Quitman_13239
13241,958643876,17853954,Rabun_13241
13243,1109126226,6830041,Randolph_13243
13245,840036608,10995252,Richmond_13245
13247,336228519,5899671,Rockdale_13247
13249,432291202,2369649,Schley_13249
13251,1672668617,26023811,Screven_13251
13253,615241253,49235709,Seminole_13253
13255,507561203,9375991,Spalding_13255
13257,463250304,13039270,Stephens_13257
13259,1188153054,12598484,Stewart_13259
13261,1250646292,25211441,Sumter_13261
13265,504029143,1917633,Taliaferro_13265
13267,1245369512,19447412,Tattnall_13267
13269,975613090,7801539,Taylor_13269
13271,1132621093,17356399,Telfair_13271
13273,869695791,4951325,Terrell_13273
13275,1410592608,19645695,Thomas_13275
13277,675702322,20458292,Tift_13277
13279,942788055,18076929,Toombs_13279
13281,431178089,13754198,Towns_13281
13283,516524094,7810908,Treutlen_13283
13285,1072278217,82757751,Troup_13285
13287,739227757,11818093,Turner_13287
13289,930478095,8740237,Twiggs_13289
13291,834191645,18088424,Union_13291
13295,1155874769,1672676,Walker_13295
13297,846460833,8234411,Walton_13297
13299,2329020700,22655225,Ware_13299
13301,736483608,6034478,Warren_13301
13303,1757373959,15099021,Washington_13303
13305,1662287070,17768149,Wayne_13305
13307,543010089,2338844,Webster_13307
13309,765314383,12377032,Wheeler_13309
13311,623524628,3917258,White_13311
13313,752248665,1579031,Whitfield_13313
13315,978525378,11147628,Wilcox_13315
13317,1216001422,11896927,Wilkes_13317
13319,1163459876,7084800,Wilkinson_13319
13321,1478083952,10525439,Worth_13321
15001,10433586956,2739520971,Hawaii_15001
15005,31057603,105764468,Kalawao_15005
15009,3008374290,3203268772,Maui_15009
16001,2724708181,22156242,Ada_16001
16003,3529648934,17359846,Adams_16003
16005,2881332847,92079663,Bannock_16005
16007,2527123155,191364281,Bear_Lake_16007
16009,2012242914,18803193,Benewah_16009
16011,5422741965,68632371,Bingham_16011
16013,6831709645,44656617,Blaine_16013
16015,4919826445,19104286,Boise_16015
16017,4489032921,478907927,Bonner_16017
16019,4832814958,88912980,Bonneville_16019
16021,3285862967,24278846,Boundary_16021
16023,5792474009,5259978,Butte_16023
16025,2782253887,11548054,Camas_16025
16027,1520451463,43117846,Canyon_16027
16029,4569240774,89216879,Caribou_16029
16031,6644897882,39158534,Cassia_16031
16033,4566524479,2476453,Clark_16033
16035,6364412864,79592497,Clearwater_16035
16037,12748378762,42527190,Custer_16037
16039,7964417379,68330393,Elmore_16039
16041,1717211140,12153472,Franklin_16041
16043,4827633110,83440652,Fremont_16043
16045,1449796226,12491930,Gem_16045
16047,1888935206,12470063,Gooding_16047
16049,21956620662,67532942,Idaho_16049
16051,2832619467,31166194,Jefferson_16051
16053,1547629732,12908802,Jerome_16053
16055,3205836473,184444919,Kootenai_16055
16057,2786483033,2369979,Latah_16057
16059,11819914567,14105634,Lemhi_16059
16061,1240141961,2340247,Lewis_16061
16063,3111517506,11588561,Lincoln_16063
16065,1215396274,10500950,Madison_16065
16067,1960610977,13927954,Minidoka_16067
16069,2197139830,21252879,Nez_Perce_16069
16071,3105269247,3995240,Oneida_16071
16073,19860555061,74132051,Owyhee_16073
16075,1053849237,8872160,Payette_16075
16077,3635892403,99205466,Power_16077
16079,6830898576,13962457,Shoshone_16079
16081,1163139970,2868473,Teton_16081
16083,4977216100,18060781,Twin_Falls_16083
16085,9492613291,177110437,Valley_16085
16087,3762870369,53228012,Washington_16087
17001,2214831300,41749180,Adams_17001
17003,609667767,44639203,Alexander_17003
17005,985066648,6462629,Bond_17005
17007,727114620,3360626,Boone_17007
17009,791828626,4144346,Brown_17009
17011,2250884574,11523903,Bureau_17011
17013,657415184,77051402,Calhoun_17013
17015,1153597400,55881822,Carroll_17015
17017,973198203,20569928,Cass_17017
17019,2579898018,6110542,Champaign_17019
17021,1837552893,16227346,Christian_17021
17023,1298554904,8771353,Clark_17023
17025,1213023030,3064499,Clay_17025
17027,1227502157,75634262,Clinton_17027
17029,1316418028,4650074,Coles_17029
17031,2447345098,1786339408,Cook_17031
17033,1149031259,5744821,Crawford_17033
17035,895989975,2538006,Cumberland_17035
17037,1635155504,8560431,DeKalb_17037
17039,1029678323,19492326,De_Witt_17039
17041,1079110220,1448705,Douglas_17041
17043,849088852,22153881,DuPage_17043
17045,1614400671,1565052,Edgar_17045
17047,576012470,781202,Edwards_17047
17049,1240005912,3174585,Effingham_17049
17051,1855578066,22920396,Fayette_17051
17053,1257690130,1640595,Ford_17053
17055,1059114972,58391305,Franklin_17055
17057,2242109835,43927321,Fulton_17057
17059,836413648,13357002,Gallatin_17059
17061,1406736598,8423898,Greene_17061
17063,1082945365,32126925,Grundy_17063
17065,1125731581,3172088,Hamilton_17065
17067,2055798714,53563360,Hancock_17067
17069,459435094,10485761,Hardin_17069
17071,981068795,42565932,Henderson_17071
17073,2131719312,6804791,Henry_17073
17075,2894039689,4241183,Iroquois_17075
17077,1511439596,48312243,Jackson_17077
17079,1281043617,9334509,Jasper_17079
17081,1479490501,32550293,Jefferson_17081
17083,957143526,20333974,Jersey_17083
17085,1556385358,45789931,Jo_Daviess_17085
17087,890273379,12814662,Johnson_17087
17089,1345145418,12474709,Kane_17089
17091,1752101352,12458977,Kankakee_17091
17093,829411568,5137717,Kendall_17093
17095,1855428863,8837382,Knox_17095
17097,1148932541,2395026197,Lake_17097
17099,2939993576,33775236,LaSalle_17099
17101,963938126,5076516,Lawrence_17101
17103,1877142078,9779872,Lee_17103
17105,2702983877,5975815,Livingston_17105
17107,1600748259,2262329,Logan_17107
17109,1526339604,2012552,McDonough_17109
17111,1562790274,19871806,McHenry_17111
17113,3064597289,7804856,McLean_17113
17115,1503613057,13477734,Macon_17115
17117,2235091100,12250027,Macoupin_17117
17119,1853176519,63521524,Madison_17119
17121,1482865623,9234118,Marion_17121
17123,1001865309,30343504,Marshall_17123
17125,1396914848,62748513,Mason_17125
17127,614218330,12784614,Massac_17127
17129,814269349,2640418,Menard_17129
17131,1453604388,19411909,Mercer_17131
17133,997924034,33755285,Monroe_17133
17135,1822745310,15472187,Montgomery_17135
17137,1473595803,9053547,Morgan_17137
17139,870127369,22111272,Moultrie_17139
17141,1964903749,12378959,Ogle_17141
17143,1602412932,29919375,Peoria_17143
17145,1144587283,13199036,Perry_17145
17147,1137492089,754122,Piatt_17147
17149,2153190724,45251530,Pike_17149
17151,955362039,14662240,Pope_17151
17153,516100615,9768333,Pulaski_17153
17155,414649315,31195045,Putnam_17155
17157,1490194097,56150220,Randolph_17157
17159,932484078,4874777,Richland_17159
17161,1107209785,61633874,Rock_Island_17161
17163,1703526434,41843531,St._Clair_17163
17165,984171707,17977593,Saline_17165
17167,2248704829,22747766,Sangamon_17167
17169,1132602759,10510632,Schuyler_17169
17171,649542036,4814546,Scott_17171
17173,1964529416,24746071,Shelby_17173
17175,746189903,684784,Stark_17175
17177,1461392058,1350223,Stephenson_17177
17179,1674346567,29712323,Tazewell_17179
17181,1070731267,22540420,Union_17181
17183,2326634937,7531157,Vermilion_17183
17185,578403994,10973569,Wabash_17185
17187,1404768298,1672625,Warren_17187
17189,1457120179,3386079,Washington_17189
17191,1848810381,4224962,Wayne_17191
17193,1281999217,17833682,White_17193
17195,1771808920,31883751,Whiteside_17195
17197,2164905500,34569925,Will_17197
17199,1088338986,62470432,Williamson_17199
17201,1328792562,15873992,Winnebago_17201
17203,1366366882,39858698,Woodford_17203
18001,877812925,2693850,Adams_18001
18003,1702000525,7347978,Allen_18003
18005,1053968861,6715105,Bartholomew_18005
18007,1052616459,236033,Benton_18007
18009,427559406,1298757,Blackford_18009
18011,1095260015,876741,Boone_18011
