year,state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff
2016,Alabama,1083,Limestone County,28824,9340,39400,19484.0,0.731573604061,0.237055837563,49.45
2016,Alabama,1085,Lowndes County,1751,4882,6676,3131.0,0.262282804074,0.731276213301,46.9
2016,Alabama,1087,Macon County,1394,7237,8748,5843.0,0.159350708733,0.82727480567,66.79
2016,Alabama,1089,Madison County,89199,62435,159473,26764.0,0.559336063158,0.391508280399,16.78
2016,Alabama,1091,Marengo County,5224,5607,10948,383.0,0.477164778955,0.512148337596,3.5
2016,Alabama,1093,Marion County,11273,1432,12912,9841.0,0.873063816605,0.110904584882,76.22
2016,Alabama,1095,Marshall County,29217,4913,34965,24304.0,0.835607035607,0.140511940512,69.51
2016,Alabama,1097,Mobile County,91087,68429,163387,22658.0,0.557492334151,0.418815450434,13.87
2016,Alabama,1099,Monroe County,5771,4310,10185,1461.0,0.566617574865,0.423171330388,14.34
2016,Alabama,1101,Montgomery County,33928,58669,94572,24741.0,0.358753119316,0.620363321068,26.16
2016,Alabama,1103,Morgan County,37392,11216,49991,26176.0,0.747974635434,0.224360384869,52.36
2016,Alabama,1105,Perry County,1403,3823,5255,2420.0,0.266983824929,0.727497621313,46.05
2016,Alabama,1107,Pickens County,5454,3972,9494,1482.0,0.574468085106,0.418369496524,15.61
2016,Alabama,1109,Pike County,7681,5039,13025,2642.0,0.589712092131,0.386871401152,20.28
2016,Alabama,1111,Randolph County,7697,2290,10130,5407.0,0.75982230997,0.226061204344,53.38
2016,Alabama,1113,Russell County,9210,9577,19136,367.0,0.48129180602,0.500470317726,1.92
2016,Alabama,1115,St. Clair County,31579,5550,37937,26029.0,0.832406357909,0.146295173577,68.61
2016,Alabama,1117,Shelby County,72846,22927,99208,49919.0,0.734275461656,0.231100314491,50.32
2016,Alabama,1119,Sumter County,1581,4739,6391,3158.0,0.247379126897,0.741511500548,49.41
2016,Alabama,1121,Talladega County,20596,12108,33218,8488.0,0.620025287495,0.364501174062,25.55
2016,Alabama,1123,Tallapoosa County,12967,5271,18504,7696.0,0.700767401643,0.284857328145,41.59
2016,Alabama,1125,Tuscaloosa County,47701,31746,81708,15955.0,0.583798404073,0.388529886914,19.53
2016,Alabama,1127,Walker County,24208,4486,29243,19722.0,0.827822042882,0.153404233492,67.44
2016,Alabama,1129,Washington County,6031,2366,8492,3665.0,0.710197833255,0.278615167216,43.16
2016,Alabama,1131,Wilcox County,1737,4329,6095,2592.0,0.284987694832,0.710254306809,42.53
2016,Alabama,1133,Winston County,9225,871,10255,8354.0,0.899561189664,0.0849341784495,81.46
2016,Alaska,2013,Alaska,130413,93003,246588,37410.0,0.528870018006,0.37715947248,15.17
2016,Arizona,4001,Apache County,5315,12196,18659,6881.0,0.284849134466,0.653625596227,36.88
2016,Arizona,4003,Cochise County,25036,15291,43147,9745.0,0.580248916495,0.35439312119,22.59
2016,Arizona,4005,Coconino County,16573,25308,44929,8735.0,0.368870885174,0.563288744463,19.44
2016,Arizona,4007,Gila County,13672,6746,21398,6926.0,0.638938218525,0.315263108702,32.37
2016,Arizona,4009,Graham County,8025,3301,11939,4724.0,0.672166848145,0.276488818159,39.57
2016,Arizona,4011,Greenlee County,1892,1092,3243,800.0,0.583410422448,0.336725254394,24.67
2016,Arizona,4012,La Paz County,3381,1318,4931,2063.0,0.685662137497,0.267288582438,41.84
2016,Arizona,4013,Maricopa County,590465,549040,1201934,41425.0,0.491262415407,0.456797128628,3.45
2016,Arizona,4015,Mohave County,54656,16485,74189,38171.0,0.736712989796,0.22220275243,51.45
2016,Arizona,4017,Navajo County,18165,15362,35409,2803.0,0.513005168178,0.43384450281,7.92
2016,Arizona,4019,Pima County,147019,195649,360762,48630.0,0.407523519661,0.542321530538,13.48
2016,Arizona,4021,Pinal County,53857,35737,93805,18120.0,0.574137839134,0.380971163584,19.32
2016,Arizona,4023,Santa Cruz County,3650,10684,14926,7034.0,0.244539729331,0.715797936487,47.13
2016,Arizona,4025,Yavapai County,58862,29705,92780,29157.0,0.634425522742,0.320165984048,31.43
2016,Arizona,4027,Yuma County,20586,18336,40759,2250.0,0.505066365711,0.449863833755,5.52
2016,Arkansas,5001,Arkansas County,3825,1939,6167,1886.0,0.62023674396,0.314415437003,30.58
2016,Arkansas,5003,Ashley County,5338,2408,8027,2930.0,0.665005606079,0.299987542046,36.5
2016,Arkansas,5005,Baxter County,14655,4163,19572,10492.0,0.74877375843,0.212701818925,53.61
2016,Arkansas,5007,Benton County,60751,27894,94262,32857.0,0.644490887102,0.29591988288,34.86
2016,Arkansas,5009,Boone County,12225,2925,15912,9300.0,0.768288084465,0.183823529412,58.45
2016,Arkansas,5011,Bradley County,2163,1317,3617,846.0,0.598009400055,0.364113906552,23.39
2016,Arkansas,5013,Calhoun County,1554,636,2250,918.0,0.690666666667,0.282666666667,40.8
2016,Arkansas,5015,Carroll County,6773,3334,10656,3439.0,0.635604354354,0.312875375375,32.27
2016,Arkansas,5017,Chicot County,1716,2350,4149,634.0,0.413593637021,0.56640154254,15.28
2016,Arkansas,5019,Clark County,4398,3606,8365,792.0,0.525762104005,0.431081888822,9.47
2016,Arkansas,5021,Clay County,3779,1999,5978,1780.0,0.632151221144,0.334392773503,29.78
2016,Arkansas,5023,Cleburne County,9454,2101,11968,7353.0,0.789939839572,0.175551470588,61.44
2016,Arkansas,5025,Cleveland County,2460,723,3299,1737.0,0.745680509245,0.2191573204,52.65
2016,Arkansas,5027,Columbia County,5456,3140,8837,2316.0,0.617404096413,0.355324205047,26.21
2016,Arkansas,5029,Conway County,4844,2655,7837,2189.0,0.618093658288,0.338777593467,27.93
2016,Arkansas,5031,Craighead County,22798,10474,34968,12324.0,0.651967513155,0.299530999771,35.24
2016,Arkansas,5033,Crawford County,16655,4476,22155,12179.0,0.751749040849,0.202031144211,54.97
2016,Arkansas,5035,Crittenden County,6953,8368,15798,1415.0,0.440119002405,0.52968730219,8.96
2016,Arkansas,5037,Cross County,4577,1995,6831,2582.0,0.670033670034,0.292050944225,37.8
2016,Arkansas,5039,Dallas County,1507,1165,2741,342.0,0.549799343305,0.425027362277,12.48
2016,Arkansas,5041,Desha County,1915,2227,4226,312.0,0.453147184098,0.526975863701,7.38
2016,Arkansas,5043,Drew County,3967,2364,6552,1603.0,0.605463980464,0.360805860806,24.47
2016,Arkansas,5045,Faulkner County,29170,14525,46364,14645.0,0.62915192822,0.313281856613,31.59
2016,Arkansas,5047,Franklin County,5034,1376,6698,3658.0,0.751567632129,0.205434458047,54.61
2016,Arkansas,5049,Fulton County,3470,1067,4744,2403.0,0.731450252951,0.224915682968,50.65
2016,Arkansas,5051,Garland County,26053,12283,40337,13770.0,0.645883432085,0.3045095074,34.14
2016,Arkansas,5053,Grant County,5160,1407,6855,3753.0,0.752735229759,0.205251641138,54.75
2016,Arkansas,5055,Greene County,10698,3056,14422,7642.0,0.741783386493,0.21189848842,52.99
2016,Arkansas,5057,Hempstead County,4391,2371,6984,2020.0,0.62872279496,0.339490263459,28.92
2016,Arkansas,5059,Hot Spring County,8153,3137,11815,5016.0,0.690055014812,0.265509944985,42.45
2016,Arkansas,5061,Howard County,3155,1350,4634,1805.0,0.680837289599,0.29132498921,38.95
2016,Arkansas,5063,Independence County,9925,2878,13443,7047.0,0.738302462248,0.214089117013,52.42
2016,Arkansas,5065,Izard County,4042,1111,5396,2931.0,0.749073387695,0.205893254262,54.32
2016,Arkansas,5067,Jackson County,3262,1583,5093,1679.0,0.640486942863,0.310818770862,32.97
2016,Arkansas,5069,Jefferson County,9231,15721,25683,6490.0,0.359420628431,0.612116964529,25.27
2016,Arkansas,5071,Johnson County,6072,2421,8997,3651.0,0.674891630544,0.269089696566,40.58
2016,Arkansas,5073,Lafayette County,1750,1028,2835,722.0,0.617283950617,0.362610229277,25.47
2016,Arkansas,5075,Lawrence County,4064,1263,5629,2801.0,0.7219754841,0.224373778646,49.76
2016,Arkansas,5077,Lee County,1229,1735,3004,506.0,0.409121171771,0.577563249001,16.84
2016,Arkansas,5079,Lincoln County,2455,1252,3814,1203.0,0.64368117462,0.32826428946,31.54
2016,Arkansas,5081,Little River County,3604,1397,5192,2207.0,0.694144838213,0.26906779661,42.51
2016,Arkansas,5083,Logan County,5737,1712,7839,4025.0,0.731853552749,0.21839520347,51.35
2016,Arkansas,5085,Lonoke County,19902,5638,26766,14264.0,0.743555256669,0.210640364642,53.29
2016,Arkansas,5087,Madison County,4917,1587,6782,3330.0,0.725007372457,0.23400176939,49.1
2016,Arkansas,5089,Marion County,5077,1377,6718,3700.0,0.755730872283,0.204971717773,55.08
2016,Arkansas,5091,Miller County,11293,4273,16015,7020.0,0.705151420543,0.266812363409,43.83
2016,Arkansas,5093,Mississippi County,6988,5621,12995,1367.0,0.537745286649,0.432550981147,10.52
2016,Arkansas,5095,Monroe County,1400,1298,2766,102.0,0.506146059291,0.469269703543,3.69
2016,Arkansas,5097,Montgomery County,2573,735,3445,1838.0,0.746879535559,0.213352685051,53.35
2016,Arkansas,5099,Nevada County,2001,1156,3233,845.0,0.618929786576,0.357562635323,26.14
2016,Arkansas,5101,Newton County,2875,699,3731,2176.0,0.770570892522,0.18734923613,58.32
2016,Arkansas,5103,Ouachita County,5347,4320,9881,1027.0,0.541139560773,0.437202712276,10.39
2016,Arkansas,5105,Perry County,2979,1035,4213,1944.0,0.707097080465,0.24566816995,46.14
2016,Arkansas,5107,Phillips County,2443,4292,6894,1849.0,0.354366115463,0.62257035103,26.82
2016,Arkansas,5109,Pike County,3150,684,3956,2466.0,0.796258847321,0.172901921132,62.34
2016,Arkansas,5111,Poinsett County,3149,1878,5283,1271.0,0.596062843082,0.355479840999,24.06
2016,Arkansas,5113,Polk County,6606,1210,8121,5396.0,0.813446619874,0.148996429011,66.45
2016,Arkansas,5115,Pope County,15694,4818,21545,10876.0,0.728428869807,0.223624970991,50.48
2016,Arkansas,5117,Prairie County,2503,812,3404,1691.0,0.735311398355,0.238542890717,49.68
2016,Arkansas,5119,Pulaski County,61182,89377,157728,28195.0,0.387895617772,0.566652718604,17.88
2016,Arkansas,5121,Randolph County,4508,1425,6313,3083.0,0.714082052907,0.225724695074,48.84
2016,Arkansas,5123,St. Francis County,3195,4031,7412,836.0,0.431057744199,0.543847814355,11.28
2016,Arkansas,5125,Saline County,35852,13247,51971,22605.0,0.689846260414,0.254892151392,43.5
2016,Arkansas,5127,Scott County,2378,507,3017,1871.0,0.788200198873,0.168047729533,62.02
2016,Arkansas,5129,Searcy County,2955,601,3698,2354.0,0.7990805841,0.162520281233,63.66
2016,Arkansas,5131,Sebastian County,28769,12184,43557,16585.0,0.660490851069,0.279725417269,38.08
2016,Arkansas,5133,Sevier County,3281,1075,4517,2206.0,0.726367057782,0.23798981625,48.84
2016,Arkansas,5135,Sharp County,5405,1472,7190,3933.0,0.75173852573,0.204728789986,54.7
2016,Arkansas,5137,Stone County,4081,1189,5527,2892.0,0.738375248779,0.215125746336,52.32
2016,Arkansas,5139,Union County,10201,5667,16338,4534.0,0.624372628229,0.346860080793,27.75
2016,Arkansas,5141,Van Buren County,5382,1547,7111,3835.0,0.756855575868,0.217550274223,53.93
2016,Arkansas,5143,Washington County,40418,32296,78153,8122.0,0.517165048047,0.413240694535,10.39
2016,Arkansas,5145,White County,21038,5157,27451,15881.0,0.766383738297,0.18786200867,57.85
2016,Arkansas,5147,Woodruff County,1344,1117,2550,227.0,0.527058823529,0.438039215686,8.9
2016,Arkansas,5149,Yell County,4600,1472,6389,3128.0,0.719987478479,0.230395993113,48.96
2016,California,6001,Alameda County,91189,486351,613195,395162.0,0.148711258246,0.793142475069,64.44
2016,California,6003,Alpine County,211,318,575,107.0,0.366956521739,0.553043478261,18.61
2016,California,6005,Amador County,10239,5904,17186,4335.0,0.595775631328,0.34353543582,25.22
2016,California,6007,Butte County,42193,38676,87847,3517.0,0.480300977836,0.440265461541,4.0
2016,California,6009,Calaveras County,13072,7738,22334,5334.0,0.585295961315,0.346467269634,23.88
2016,California,6011,Colusa County,3551,2659,6594,892.0,0.538519866545,0.403245374583,13.53
2016,California,6013,Contra Costa County,105819,286658,415972,180839.0,0.254389718539,0.689128114392,43.47
2016,California,6015,Del Norte County,5134,3485,9361,1649.0,0.54844567888,0.372289285333,17.62
2016,California,6017,El Dorado County,47633,35243,89228,12390.0,0.533834670731,0.394976913077,13.89
2016,California,6019,Fresno County,113949,123660,250264,9711.0,0.455315187162,0.494118211169,3.88
2016,California,6021,Glenn County,5788,3065,9379,2723.0,0.617123360699,0.326793901269,29.03
2016,California,6023,Humboldt County,10883,19596,33636,8713.0,0.32355214651,0.582590082055,25.9
2016,California,6025,Imperial County,11295,28467,41751,17172.0,0.270532442337,0.681827980168,41.13
2016,California,6027,Inyo County,4248,3155,7996,1093.0,0.531265632816,0.394572286143,13.67
2016,California,6029,Kern County,119164,86481,217725,32683.0,0.547314272592,0.397202893558,15.01
2016,California,6031,Kings County,17446,12902,32250,4544.0,0.54096124031,0.400062015504,14.09
2016,California,6033,Lake County,5752,6240,13045,488.0,0.440935224224,0.478344193177,3.74
2016,California,6035,Lassen County,7574,2224,10422,5350.0,0.72673191326,0.213394741892,51.33
2016,California,6037,Los Angeles County,620285,1893770,2652072,1273485.0,0.233886938213,0.714071865319,48.02
2016,California,6039,Madera County,19221,13283,34263,5938.0,0.560984152001,0.38767766979,17.33
2016,California,6041,Marin County,17531,86650,109941,69119.0,0.159458254882,0.788150007731,62.87
2016,California,6043,Mariposa County,5185,3122,8877,2063.0,0.584093725358,0.351695392588,23.24
2016,California,6045,Mendocino County,3571,6905,11435,3334.0,0.312286838653,0.603847835592,29.16
2016,California,6047,Merced County,18486,21856,42523,3370.0,0.434729440538,0.513980669285,7.93
2016,California,6049,Modoc County,2413,798,3359,1615.0,0.718368562072,0.237570705567,48.08
2016,California,6051,Mono County,2080,2696,5154,616.0,0.403570042685,0.523088863019,11.95
2016,California,6053,Monterey County,26378,64733,96676,38355.0,0.272849517978,0.669587074351,39.67
2016,California,6055,Napa County,11946,26161,40393,14215.0,0.295744312133,0.647661723566,35.19
2016,California,6057,Nevada County,14686,16199,33258,1513.0,0.441577966204,0.487070779963,4.55
2016,California,6059,Orange County,472669,556544,1092116,83875.0,0.432801094389,0.509601544158,7.68
2016,California,6061,Placer County,78977,61969,150532,17008.0,0.524652565567,0.411666622379,11.3
2016,California,6063,Plumas County,5079,3224,8830,1855.0,0.575198187995,0.365118912797,21.01
2016,California,6065,Riverside County,309514,339145,683612,29631.0,0.452762678244,0.496107441063,4.33
2016,California,6067,Sacramento County,163024,273768,467526,110744.0,0.348695045837,0.585567433683,23.69
2016,California,6069,San Benito County,6471,10050,17572,3579.0,0.368256316868,0.571932620077,20.37
2016,California,6071,San Bernardino County,253962,312517,598783,58555.0,0.42413027758,0.521920294998,9.78
2016,California,6073,San Diego County,386807,567243,1011651,180436.0,0.382352214351,0.560710165858,17.84
2016,California,6075,San Francisco County,34493,312443,365295,277950.0,0.0944250537237,0.855316935627,76.09
2016,California,6077,San Joaquin County,68316,89791,166647,21475.0,0.409944373436,0.53880957953,12.89
2016,California,6079,San Luis Obispo County,52672,63001,124575,10329.0,0.422813566125,0.50572747341,8.29
2016,California,6081,San Mateo County,53731,219580,287499,165849.0,0.186891084839,0.763759178293,57.69
2016,California,6083,Santa Barbara County,53740,100120,164224,46380.0,0.327235970382,0.609655105222,28.24
2016,California,6085,Santa Clara County,137452,483472,659148,346020.0,0.208529799074,0.733480189578,52.5
2016,California,6087,Santa Cruz County,20158,85185,113509,65027.0,0.177589442247,0.750469125796,57.29
2016,California,6089,Shasta County,47587,20471,72554,27116.0,0.655883893376,0.282148468727,37.37
2016,California,6091,Sierra County,1048,601,1804,447.0,0.580931263858,0.333148558758,24.78
2016,California,6093,Siskiyou County,11212,7106,19836,4106.0,0.565234926396,0.358237547893,20.7
2016,California,6095,Solano County,49595,97159,156067,47564.0,0.317780184152,0.622546726726,30.48
2016,California,6097,Sonoma County,37421,116027,164060,78606.0,0.228093380471,0.707222967207,47.91
2016,California,6099,Stanislaus County,72960,73939,156141,979.0,0.467269967529,0.473539941463,0.63
2016,California,6101,Sutter County,16780,11831,30429,4949.0,0.551447632193,0.388806730422,16.26
2016,California,6103,Tehama County,14981,6571,22875,8410.0,0.654907103825,0.287256830601,36.77
2016,California,6105,Trinity County,2409,1876,4716,533.0,0.510814249364,0.397794741306,11.3
2016,California,6107,Tulare County,50488,39099,94571,11389.0,0.533863446511,0.413435408318,12.04
2016,California,6109,Tuolumne County,13486,8580,23472,4906.0,0.574556918882,0.36554192229,20.9
2016,California,6111,Ventura County,118764,170489,307881,51725.0,0.385746440995,0.553749663019,16.8
2016,California,6113,Yolo County,13178,34460,50623,21282.0,0.260316456946,0.680718250598,42.04
2016,California,6115,Yuba County,12313,7234,21058,5079.0,0.584718396809,0.343527400513,24.12
2016,Colorado,8001,Adams County,73807,86471,175125,12664.0,0.42145324768,0.493767309065,7.23
2016,Colorado,8003,Alamosa County,3031,3168,6897,137.0,0.439466434682,0.459330143541,1.99
2016,Colorado,8005,Arapahoe County,109638,148365,281658,38727.0,0.389259314488,0.526755852843,13.75
2016,Colorado,8007,Archuleta County,4234,2489,7290,1745.0,0.580795610425,0.341426611797,23.94
2016,Colorado,8009,Baca County,1716,278,2107,1438.0,0.81442809682,0.131941148552,68.25
2016,Colorado,8011,Bent County,1166,581,1892,585.0,0.616279069767,0.307082452431,30.92
2016,Colorado,8013,Boulder County,38766,124715,176735,85949.0,0.219345347554,0.705661017908,48.63
2016,Colorado,8014,Broomfield County,14272,19530,37342,5258.0,0.382196989984,0.523003588453,14.08
2016,Colorado,8015,Chaffee County,5283,4773,10999,510.0,0.480316392399,0.433948540776,4.64
2016,Colorado,8017,Cheyenne County,905,127,1076,778.0,0.841078066914,0.118029739777,72.3
2016,Colorado,8019,Clear Creek County,2426,2585,5532,159.0,0.438539407086,0.467281272596,2.87
2016,Colorado,8021,Conejos County,1885,1753,3970,132.0,0.474811083123,0.441561712846,3.32
2016,Colorado,8023,Costilla County,581,1109,1820,528.0,0.319230769231,0.609340659341,29.01
2016,Colorado,8025,Crowley County,1069,336,1511,733.0,0.707478491066,0.22236929186,48.51
2016,Colorado,8027,Custer County,2059,797,3064,1262.0,0.671997389034,0.260117493473,41.19
2016,Colorado,8029,Delta County,11584,4048,16661,7536.0,0.695276393974,0.242962607286,45.23
2016,Colorado,8031,Denver County,43637,174611,232291,130974.0,0.187854888911,0.751690767184,56.38
2016,Colorado,8033,Dolores County,936,227,1230,709.0,0.760975609756,0.184552845528,57.64
2016,Colorado,8035,Douglas County,100178,67045,182918,33133.0,0.547666167354,0.366530357865,18.11
2016,Colorado,8037,Eagle County,8153,12652,22611,4499.0,0.360576710451,0.559550661183,19.9
2016,Colorado,8039,Elbert County,11536,3056,15689,8480.0,0.735292242973,0.194786155905,54.05
2016,Colorado,8041,El Paso County,176506,105807,313273,70699.0,0.563425510657,0.337746949147,22.57
2016,Colorado,8043,Fremont County,15066,5275,21880,9791.0,0.688574040219,0.241087751371,44.75
2016,Colorado,8045,Garfield County,13071,11205,26328,1866.0,0.496467639015,0.425592525068,7.09
2016,Colorado,8047,Gilpin County,1564,1634,3574,70.0,0.437604924454,0.457190822608,1.96
2016,Colorado,8049,Grand County,4467,3319,8513,1148.0,0.524726888288,0.389874309879,13.49
2016,Colorado,8051,Gunnison County,3250,5068,9299,1818.0,0.349499946231,0.54500483923,19.55
2016,Colorado,8053,Hinsdale County,339,197,589,142.0,0.575551782683,0.334465195246,24.11
2016,Colorado,8055,Huerfano County,1875,1631,3772,244.0,0.497083775186,0.432396606575,6.47
2016,Colorado,8057,Jackson County,628,171,862,457.0,0.728538283063,0.19837587007,53.02
2016,Colorado,8059,Jefferson County,130233,151885,309529,21652.0,0.420745713649,0.490697156002,7.0
2016,Colorado,8061,Kiowa County,726,91,853,635.0,0.851113716295,0.106682297773,74.44
2016,Colorado,8063,Kit Carson County,2894,526,3613,2368.0,0.800996401882,0.145585386106,65.54
2016,Colorado,8065,Lake County,1264,1600,3175,336.0,0.39811023622,0.503937007874,10.58
2016,Colorado,8067,La Plata County,12471,15300,30722,2829.0,0.405930603476,0.498014452184,9.21
2016,Colorado,8069,Larimer County,82624,92170,193897,9546.0,0.426123147857,0.475355472235,4.92
2016,Colorado,8071,Las Animas County,3656,2614,6693,1042.0,0.546242342746,0.39055729867,15.57
2016,Colorado,8073,Lincoln County,1873,399,2402,1474.0,0.779766860949,0.166111573689,61.37
2016,Colorado,8075,Logan County,7272,1843,9702,5429.0,0.749536178108,0.189960832818,55.96
2016,Colorado,8077,Mesa County,48129,20958,74876,27171.0,0.64278273412,0.279902772584,36.29
2016,Colorado,8079,Mineral County,344,237,652,107.0,0.527607361963,0.363496932515,16.41
2016,Colorado,8081,Moffat County,5293,874,6510,4419.0,0.813056835637,0.13425499232,67.88
2016,Colorado,8083,Montezuma County,7771,3920,12706,3851.0,0.611600818511,0.308515661892,30.31
2016,Colorado,8085,Montrose County,14303,5438,21070,8865.0,0.678832463218,0.258092074039,42.07
2016,Colorado,8087,Morgan County,8104,3128,11888,4976.0,0.681695827725,0.263122476447,41.86
2016,Colorado,8089,Otero County,2988,1719,5038,1269.0,0.593092497023,0.341206828106,25.19
2016,Colorado,8091,Ouray County,1337,1690,3287,353.0,0.406753878917,0.514146638272,10.74
2016,Colorado,8093,Park County,6053,3351,10245,2702.0,0.590824792582,0.327086383602,26.37
2016,Colorado,8095,Phillips County,1791,436,2332,1355.0,0.768010291595,0.186963979417,58.1
2016,Colorado,8097,Pitkin County,2522,7239,10387,4717.0,0.24280350438,0.696928853374,45.41
2016,Colorado,8099,Prowers County,3508,1173,4978,2335.0,0.704700683005,0.235636801928,46.91
2016,Colorado,8101,Pueblo County,27746,27945,60112,199.0,0.461571732766,0.464882219856,0.33
2016,Colorado,8103,Rio Blanco County,2782,433,3436,2349.0,0.809662398137,0.12601862631,68.36
2016,Colorado,8105,Rio Grande County,3060,1985,5488,1075.0,0.557580174927,0.361698250729,19.59
2016,Colorado,8107,Routt County,5149,7487,13772,2338.0,0.373874528028,0.54363926808,16.98
2016,Colorado,8109,Saguache County,1109,1345,2707,236.0,0.409678611008,0.496859992612,8.72
2016,Colorado,8111,San Juan County,215,265,506,50.0,0.424901185771,0.52371541502,9.88
2016,Colorado,8113,San Miguel County,1030,2960,4311,1930.0,0.2389236836,0.686615634424,44.77
2016,Colorado,8115,Sedgwick County,1015,267,1364,748.0,0.744134897361,0.195747800587,54.84
2016,Colorado,8117,Summit County,5064,9502,16061,4438.0,0.315297926655,0.591619450844,27.63
2016,Colorado,8119,Teller County,9580,3547,14203,6033.0,0.674505386186,0.249735971274,42.48
2016,Colorado,8121,Washington County,2284,289,2708,1995.0,0.843426883309,0.106720827179,73.67
2016,Colorado,8123,Weld County,75882,45869,133790,30013.0,0.567172434412,0.342843261828,22.43
2016,Colorado,8125,Yuma County,3755,701,4664,3054.0,0.805102915952,0.150300171527,65.48
2016,Connecticut,9001,Fairfield County,155457,238723,410279,83266.0,0.378905574012,0.581855274094,20.29
2016,Connecticut,9003,Hartford County,147912,233789,399219,85877.0,0.370503407904,0.585615915074,21.51
2016,Connecticut,9005,Litchfield County,53376,39836,97434,13540.0,0.547816983804,0.408851119732,13.9
2016,Connecticut,9007,Middlesex County,38847,45306,88402,6459.0,0.439435759372,0.512499717201,7.31
2016,Connecticut,9009,New Haven County,158373,203601,375909,45228.0,0.421306752432,0.541623105592,12.03
2016,Connecticut,9011,New London County,54574,62951,124527,8377.0,0.438250339284,0.505520891052,6.73
